d_RD,d_SD,C_phi
28.101563799379836,2.807081429605031,26.69485946266238
28.75650248304976,2.39255383336007,26.92023641575419
19.34608205103649,49.283022890960034,24.246302062691697
8.963353157526948,38.788969102941785,29.205717632661674
10.49535294428733,19.798247782148362,28.426075245218065
8.32462967577857,38.133291807649364,29.235903109908488
2.952347451424243,32.23382362948835,33.640643500963925
2.051002576850632,29.6130694845624,33.97682937318041
7.688912509186263,37.47764561746731,31.17509370961589
5.198135256207006,34.85540701269475,29.92906816877928
28.101563799379836,2.807081429605031,27.59207640816359
29.159578044538595,59.12474555708534,21.480117323906615
31.780166483776597,61.74956910592057,23.14436593785566
2.1765040033419685,30.92332972355524,32.47140981161617
18.040497358565073,47.97100291532343,24.53479498921932
20.250520064969805,10.04951012790353,25.626156431916197
33.09079809061192,63.06202581658654,20.571646679337928
26.540111388212456,56.50005575552569,26.518942780142822
14.382164242602492,15.883991745016088,28.54768732485546
11.538294128897856,41.41195978486336,26.69625676840882
24.576463349313027,54.531637793643206,25.117595583384492
3.463983798570589,32.8891494790262,33.57365604329357
19.34608205103649,49.283022890960034,26.350132408694954
20.652623663775287,50.59510052891351,24.375007528582664
20.903976342208697,9.40698561871827,21.64734600429522
26.540111388212456,56.50005575552569,24.087354429206005
17.639004395766502,12.634054161618847,21.065370703506943
7.933017204258728,22.41264601418147,28.886774556019454
23.922135022320226,53.87551924881235,24.108458296065088
12.18545266317459,42.06777124852932,21.914435212957155
23.267932744764327,53.21941173222386,25.57396984266111
20.903976342208697,9.40698561871827,25.10644683320828
33.09079809061192,63.06202581658654,23.36653064761548
2.669209837196054,28.303075364602662,27.586044648543137
5.198135256207006,34.85540701269475,32.52130021761394
2.287917809108222,28.95803690229308,28.578678229293494
4.827701668248825,25.684048352260373,30.07505929396924
7.299536725330487,23.066666755132335,28.27174704516104
12.434622419307464,17.83973649881375,26.249355528474446
8.963353157526948,38.788969102941785,31.106009033067696
22.613867456195884,52.563315656849,25.065394961103426
6.430060576102353,36.16645331904986,27.84045649205958
24.828159544696426,5.620411152968746,25.478694175029624
27.194855155410984,57.15621465944461,23.909462412091067
12.434622419307464,17.83973649881375,28.400133439674747
5.809652839516528,35.510910906205005,25.30469935536109
25.23090791899682,55.1877669733774,10.9128477297945
4.827701668248825,25.684048352260373,29.11568559066054
6.670522301034233,23.720828104229692,30.995983637174348
13.482498944104458,43.379462626659844,27.31967981573348
30.066592756745816,2.0,29.111193078263135
17.388131223280336,47.31501604989322,20.76377955482154
24.828159544696426,5.620411152968746,25.142736403793403
10.247568090538728,40.10041090563201,29.2438481214167
7.299536725330487,23.066666755132335,29.11871983138249
14.13213620609343,44.0353405021639,28.447907931464282
35.05709628591621,65.03076195155643,20.952582550793533
20.250520064969805,10.04951012790353,24.10461357076533
4.599055456363303,34.199943853397684,30.894142309061134
17.639004395766502,12.634054161618847,25.09258128517784
15.683599989861234,14.58224863690926,24.73933917425383
4.599055456363303,34.199943853397684,31.3367129672051
9.604483189480128,39.44467595219119,28.49577221700517
3.6730611798297566,26.99338610812448,32.33610689113423
30.46975012845562,60.43714170220945,22.01924436417115
31.780166483776597,61.74956910592057,26.526647290801204
10.49535294428733,19.798247782148362,30.15227644491544
25.23090791899682,55.1877669733774,26.083913984152545
6.047367696403496,24.375118740864878,28.37958841225241
21.306198307481385,51.25115958732051,24.01451024900661
2.1765040033419685,30.92332972355524,31.185742671767727
19.597271642007506,10.693740510862506,16.583083349045875
29.159578044538595,59.12474555708534,23.616759141846313
31.124929700356883,61.09335162264812,18.922173179248052
2.1765040033419685,30.92332972355524,29.11964151200956
18.291487429859117,11.986217980981461,24.42544092199651
9.20968424261043,21.105078641280812,29.466591568146665
5.198135256207006,34.85540701269475,29.17874171800779
34.40162034703867,64.37451004169155,21.41486752851408
9.604483189480128,39.44467595219119,28.522103920209428
28.101563799379836,2.807081429605031,28.600672682720695
20.903976342208697,9.40698561871827,23.01117885803094
31.780166483776597,61.74956910592057,26.073542159237377
15.433170006692203,45.34715597076935,25.944529344164135
2.669209837196054,28.303075364602662,33.65454486870962
29.814631539759933,59.7809395936542,21.668852162698094
16.98683598183631,13.282747628130133,26.617639853568257
30.066592756745816,2.0,29.225894895921915
33.09079809061192,63.06202581658654,25.082791204712976
35.05709628591621,65.03076195155643,25.993918916226626
6.430060576102353,36.16645331904986,31.019777263900988
11.140589912459395,19.145155680271564,27.84396143853995
3.463983798570589,32.8891494790262,32.819170370435614
7.057014158392477,36.82203219395092,27.343282178062477
6.670522301034233,23.720828104229692,27.536902049593465
2.669209837196054,28.303075364602662,32.35005816529269
27.194855155410984,57.15621465944461,24.296764028718815
4.599055456363303,34.199943853397684,30.791006329708516
14.382164242602492,15.883991745016088,23.54990911735971
21.959951397047252,51.907231456531086,24.652516172649367
24.828159544696426,5.620411152968746,26.49960722441438
4.238863344436918,26.33867001597436,30.678379684899845
21.959951397047252,51.907231456531086,26.0750381038805
29.159578044538595,59.12474555708534,25.329788275133325
29.159578044538595,59.12474555708534,24.683133792299998
18.040497358565073,47.97100291532343,23.83113855212341
8.569973421454959,21.75877856049012,30.82754499678439
23.267932744764327,53.21941173222386,23.712801683696895
6.670522301034233,23.720828104229692,30.373549682841173
10.49535294428733,19.798247782148362,27.01495856000683
17.639004395766502,12.634054161618847,25.944653497045746
10.247568090538728,40.10041090563201,31.024251095359137
28.101563799379836,2.807081429605031,28.495362224579885
15.683599989861234,14.58224863690926,27.88423082272638
12.18545266317459,42.06777124852932,23.380814351324045
2.952347451424243,32.23382362948835,31.62058805483227
20.250520064969805,10.04951012790353,27.089505260225398
27.849684706861673,57.81238279934733,22.852975277680134
31.780166483776597,61.74956910592057,24.03527532846119
26.540111388212456,56.50005575552569,24.110469123791496
3.6730611798297566,26.99338610812448,33.07545713410797
28.101563799379836,2.807081429605031,29.435935333518977
35.05709628591621,65.03076195155643,24.760747232376556
2.509120187210237,31.578549286231578,29.986421896388958
7.299536725330487,23.066666755132335,30.174857703393833
4.017980707065525,33.54452381616498,31.529228609010822
2.952347451424243,32.23382362948835,32.9012292164195
6.430060576102353,36.16645331904986,30.340880337388242
6.670522301034233,23.720828104229692,29.61451708026479
3.463983798570589,32.8891494790262,30.72012119670356
25.885459914717163,55.843906413155565,20.953641692869162
21.557621572248177,8.766542076182155,23.506470627666
16.736093536258775,46.65904546627695,26.805811287634224
22.211439073406794,8.12867138214695,25.18845094136443
16.335019871322793,13.932178633266151,26.898458703644888
6.047367696403496,24.375118740864878,31.105641704404306
9.20968424261043,21.105078641280812,28.2707712181243
30.46975012845562,60.43714170220945,25.71995196721178
18.69315755493259,48.62700540363398,20.75094929821922
28.504594130458855,58.46855986427916,24.89992537766642
2.1765040033419685,30.92332972355524,32.38778681617972
22.613867456195884,52.563315656849,24.283129833317677
23.922135022320226,53.87551924881235,24.57247320163875
13.482498944104458,43.379462626659844,28.92789961468219
11.538294128897856,41.41195978486336,26.33104898401674
3.6730611798297566,26.99338610812448,32.28073652394796
3.6730611798297566,26.99338610812448,29.93194081709007
4.017980707065525,33.54452381616498,28.00142369243369
15.433170006692203,45.34715597076935,25.03532063699056
2.952347451424243,32.23382362948835,33.90950793660897
4.238863344436918,26.33867001597436,31.843806035029385
18.69315755493259,48.62700540363398,23.094147955142674
22.211439073406794,8.12867138214695,26.07387447532554
27.194855155410984,57.15621465944461,20.111338452311134
24.576463349313027,54.531637793643206,25.435579761013493
32.43545701148236,62.405793913449756,24.917719519111433
13.482498944104458,43.379462626659844,29.16204038916213
32.43545701148236,62.405793913449756,24.90363963706551
2.952347451424243,32.23382362948835,34.41981328502227
11.140589912459395,19.145155680271564,27.909906536283106
12.18545266317459,42.06777124852932,25.450242104484715
18.69315755493259,48.62700540363398,28.505944249885598
5.432089953708152,25.0295285260205,31.377578559364547
26.791925361288246,3.8440813641931793,26.69026973917851
7.299536725330487,23.066666755132335,28.73577622078277
21.959951397047252,51.907231456531086,26.186880899333946
5.809652839516528,35.510910906205005,30.119712454424057
23.922135022320226,53.87551924881235,24.91063886706354
21.959951397047252,51.907231456531086,24.84716088838442
19.34608205103649,49.283022890960034,27.8721970812869
30.46975012845562,60.43714170220945,24.407797852130596
2.509120187210237,31.578549286231578,33.836992092206444
10.49535294428733,19.798247782148362,26.519820981532856
25.885459914717163,55.843906413155565,24.61953534450189
13.482498944104458,43.379462626659844,24.6598765551177
26.791925361288246,3.8440813641931793,24.83493102126865
10.892261616680512,40.75617260674086,25.26181853173885
22.211439073406794,8.12867138214695,26.383338449410786
13.73228143881953,16.535538647514098,27.93211804730953
2.0101771469261815,30.268168498989766,34.559296914826575
10.892261616680512,40.75617260674086,27.687433871960966
14.382164242602492,15.883991745016088,25.976728913869994
15.683599989861234,14.58224863690926,26.899565079909713
3.1427617363549496,27.648189920444185,30.243592159766454
7.933017204258728,22.41264601418147,28.174739652243794
21.959951397047252,51.907231456531086,21.962257592725454
13.083065988194972,17.187467524155164,26.003738233769678
2.509120187210237,31.578549286231578,32.53665258242495
17.388131223280336,47.31501604989322,25.864782174958734
8.963353157526948,38.788969102941785,28.831112823131335
6.670522301034233,23.720828104229692,27.94562553731487
10.892261616680512,40.75617260674086,28.295471652140424
28.75650248304976,2.39255383336007,29.382617392888232
27.194855155410984,57.15621465944461,22.85695205324915
18.94425257544571,11.339386021264605,24.961386032904844
2.051002576850632,29.6130694845624,33.63760393605279
9.604483189480128,39.44467595219119,29.08336804815255
26.791925361288246,3.8440813641931793,25.381352544854984
29.41151371601676,2.1050126986271347,31.034650580215025
21.306198307481385,51.25115958732051,21.705180385070918
18.69315755493259,48.62700540363398,25.62175410060129
3.463983798570589,32.8891494790262,31.983642280607867
22.613867456195884,52.563315656849,23.17078480604394
26.137237578713197,4.4180113863291135,26.59903427587463
9.604483189480128,39.44467595219119,26.061860647698772
22.211439073406794,8.12867138214695,26.09617079454671
23.922135022320226,53.87551924881235,27.922413111917614
27.849684706861673,57.81238279934733,25.83680411670036
16.335019871322793,13.932178633266151,23.210169582677533
20.903976342208697,9.40698561871827,23.795207659075206
18.040497358565073,47.97100291532343,25.2369553786774
8.32462967577857,38.133291807649364,28.179774053228122
30.066592756745816,2.0,30.108009993003247
30.46975012845562,60.43714170220945,24.88139970866931
10.247568090538728,40.10041090563201,26.489696804054358
26.540111388212456,56.50005575552569,24.432455406425333
10.892261616680512,40.75617260674086,27.76846300879878
12.833566874830305,42.72360587938245,27.857306172566865
2.669209837196054,28.303075364602662,32.51895239185353
16.98683598183631,13.282747628130133,27.568727380089395
28.75650248304976,2.39255383336007,25.65085711126597
10.892261616680512,40.75617260674086,27.84716481072543
13.73228143881953,16.535538647514098,27.166284813596988
22.865414067841133,7.494030546185443,25.656401819580683
31.780166483776597,61.74956910592057,24.240932580437455
26.791925361288246,3.8440813641931793,23.641587638114093
34.40162034703867,64.37451004169155,25.34701314138847
22.865414067841133,7.494030546185443,25.62735689075678
18.69315755493259,48.62700540363398,27.128087926670105
18.040497358565073,47.97100291532343,23.15325176325305
30.46975012845562,60.43714170220945,23.72553918398686
26.791925361288246,3.8440813641931793,28.84579887685398
22.613867456195884,52.563315656849,23.015746065145063
7.933017204258728,22.41264601418147,26.23941877469177
5.432089953708152,25.0295285260205,29.122442013332478
18.291487429859117,11.986217980981461,26.96814140405758
20.250520064969805,10.04951012790353,26.015331002648438
24.576463349313027,54.531637793643206,25.20470386030341
14.78238568838396,44.69123857567631,26.15561576647319
24.576463349313027,54.531637793643206,23.86604192656994
4.238863344436918,26.33867001597436,32.11568070970301
8.32462967577857,38.133291807649364,25.24328409939344
25.885459914717163,55.843906413155565,22.166303266789072
21.959951397047252,51.907231456531086,23.87828588106259
5.432089953708152,25.0295285260205,32.4508056943456
27.194855155410984,57.15621465944461,26.5460419157293
3.6730611798297566,26.99338610812448,31.600943596892815
8.569973421454959,21.75877856049012,25.724933315911365
13.73228143881953,16.535538647514098,24.68376296443236
19.999244960750442,49.93905478620411,25.855381227157764
9.604483189480128,39.44467595219119,26.408684004554654
11.787078123639736,18.492309583258915,23.72228371092019
16.98683598183631,13.282747628130133,22.583943964823458
30.066592756745816,2.0,28.696943014047996
2.669209837196054,28.303075364602662,31.11284927809468
22.613867456195884,52.563315656849,26.32728378442057
12.434622419307464,17.83973649881375,29.94015169371457
5.809652839516528,35.510910906205005,29.702841685693848
17.639004395766502,12.634054161618847,27.631836778619107
24.576463349313027,54.531637793643206,24.958255060499166
19.597271642007506,10.693740510862506,22.672332855952792
31.780166483776597,61.74956910592057,21.39285948198079
9.851613074796042,20.451562321436803,28.61914363923706
12.434622419307464,17.83973649881375,22.79898802482773
22.613867456195884,52.563315656849,25.561415898964157
26.137237578713197,4.4180113863291135,26.914091172390535
2.0101771469261815,30.268168498989766,28.789768633703293
33.09079809061192,63.06202581658654,25.841812449526863
25.885459914717163,55.843906413155565,23.55230473815047
12.434622419307464,17.83973649881375,27.309690913700475
23.922135022320226,53.87551924881235,23.93689745771769
17.388131223280336,47.31501604989322,27.99052552544012
19.597271642007506,10.693740510862506,26.993758571174926
10.49535294428733,19.798247782148362,28.395066603439542
14.382164242602492,15.883991745016088,29.536621106028488
3.463983798570589,32.8891494790262,30.029246754848007
2.952347451424243,32.23382362948835,33.12668333518618
20.903976342208697,9.40698561871827,26.7383164576732
5.198135256207006,34.85540701269475,31.245319699115615
29.159578044538595,59.12474555708534,25.454548442422453
28.101563799379836,2.807081429605031,28.35189525216053
27.194855155410984,57.15621465944461,23.900472690189453
21.557621572248177,8.766542076182155,23.382079075974534
7.057014158392477,36.82203219395092,26.619780671202605
3.6730611798297566,26.99338610812448,34.22628727420865
8.569973421454959,21.75877856049012,20.285181281415056
2.1765040033419685,30.92332972355524,33.243290837953936
2.952347451424243,32.23382362948835,31.894870158184993
6.047367696403496,24.375118740864878,29.126205674179722
12.18545266317459,42.06777124852932,29.957935825630997
34.40162034703867,64.37451004169155,23.606842642913847
20.250520064969805,10.04951012790353,22.841747564961235
28.101563799379836,2.807081429605031,24.921887858818742
5.198135256207006,34.85540701269475,27.49813826497197
27.44670285856475,3.3010991172795565,27.271247290193397
11.787078123639736,18.492309583258915,25.666616290058705
7.933017204258728,22.41264601418147,27.211692695984958
9.604483189480128,39.44467595219119,30.468285642420234
33.74618677608381,63.71826459609878,24.884624999871352
6.430060576102353,36.16645331904986,30.051589634387373
14.78238568838396,44.69123857567631,26.70389340357349
7.299536725330487,23.066666755132335,28.19137153774935
21.306198307481385,51.25115958732051,23.767728386477707
35.05709628591621,65.03076195155643,25.334781775808846
2.1765040033419685,30.92332972355524,31.903290362304773
24.576463349313027,54.531637793643206,26.208343409951972
20.903976342208697,9.40698561871827,26.51321006760976
2.669209837196054,28.303075364602662,34.283243362730566
4.017980707065525,33.54452381616498,32.1463428077881
23.267932744764327,53.21941173222386,23.31296777159275
2.509120187210237,31.578549286231578,33.8357443320501
5.432089953708152,25.0295285260205,29.664222367859
18.291487429859117,11.986217980981461,25.287062178264357
18.040497358565073,47.97100291532343,26.743203567634346
31.124929700356883,61.09335162264812,24.11888777426014
31.780166483776597,61.74956910592057,21.83628739196831
29.41151371601676,2.1050126986271347,29.828116901884375
7.057014158392477,36.82203219395092,29.768686234519897
17.639004395766502,12.634054161618847,27.305370608520477
22.613867456195884,52.563315656849,22.537025433481794
24.576463349313027,54.531637793643206,26.96131766770493
33.09079809061192,63.06202581658654,20.876605518109738
4.238863344436918,26.33867001597436,33.170307299363664
3.463983798570589,32.8891494790262,30.131590743736172
7.299536725330487,23.066666755132335,28.85633407364757
27.194855155410984,57.15621465944461,25.434332775486233
2.952347451424243,32.23382362948835,33.99156504903228
19.34608205103649,49.283022890960034,26.22519864974346
13.73228143881953,16.535538647514098,26.17300822232247
16.736093536258775,46.65904546627695,29.090504128541273
11.140589912459395,19.145155680271564,25.890627981678556
20.903976342208697,9.40698561871827,25.54195438552275
17.639004395766502,12.634054161618847,24.934991959476196
4.599055456363303,34.199943853397684,28.16513925033207
29.159578044538595,59.12474555708534,25.781392267315788
19.999244960750442,49.93905478620411,24.501229730654842
8.569973421454959,21.75877856049012,27.601667330804524
31.780166483776597,61.74956910592057,21.087154753925688
4.827701668248825,25.684048352260373,31.17512616798805
26.137237578713197,4.4180113863291135,26.59056218845303
21.306198307481385,51.25115958732051,23.577186621091798
19.34608205103649,49.283022890960034,22.81137268744361
13.73228143881953,16.535538647514098,26.443624292090515
12.434622419307464,17.83973649881375,26.964223802443428
27.44670285856475,3.3010991172795565,28.336602995208658
2.0101771469261815,30.268168498989766,34.75905865009198
26.137237578713197,4.4180113863291135,25.709221837917628
30.066592756745816,2.0,30.350725506666187
21.557621572248177,8.766542076182155,27.923307190383497
2.952347451424243,32.23382362948835,33.907488438784206
6.047367696403496,24.375118740864878,24.17734220243898
4.599055456363303,34.199943853397684,31.44457387356396
11.538294128897856,41.41195978486336,28.558368774658796
4.017980707065525,33.54452381616498,31.134606638283326
33.09079809061192,63.06202581658654,23.61281086255204
13.083065988194972,17.187467524155164,26.461777490991583
27.849684706861673,57.81238279934733,24.219893641719484
28.504594130458855,58.46855986427916,24.853298921363162
3.463983798570589,32.8891494790262,29.83469978506066
19.999244960750442,49.93905478620411,22.537764113561515
30.46975012845562,60.43714170220945,22.039161531744355
22.865414067841133,7.494030546185443,23.81940226874933
2.0101771469261815,30.268168498989766,29.421206697304303
15.032627847791717,15.23287583061088,27.556328779399074
11.538294128897856,41.41195978486336,28.165913266877933
27.44670285856475,3.3010991172795565,27.050203030021287
31.124929700356883,61.09335162264812,25.40325510091202
19.999244960750442,49.93905478620411,25.335416214781056
20.652623663775287,50.59510052891351,27.205175260143495
26.137237578713197,4.4180113863291135,26.515479110439475
24.828159544696426,5.620411152968746,27.127760287091878
27.44670285856475,3.3010991172795565,28.927777160498685
26.137237578713197,4.4180113863291135,26.386867558056174
6.430060576102353,36.16645331904986,31.397206448696643
10.247568090538728,40.10041090563201,26.595653277918395
28.75650248304976,2.39255383336007,18.724601184501818
11.538294128897856,41.41195978486336,28.5252377694726
26.791925361288246,3.8440813641931793,28.512404071950957
13.73228143881953,16.535538647514098,25.466863121729876
28.101563799379836,2.807081429605031,27.061279756943673
14.382164242602492,15.883991745016088,25.47879318010399
18.291487429859117,11.986217980981461,25.97736674974399
33.74618677608381,63.71826459609878,25.527423185222627
12.18545266317459,42.06777124852932,26.85932824632482
27.849684706861673,57.81238279934733,25.651890181985646
28.504594130458855,58.46855986427916,26.151622499889154
10.247568090538728,40.10041090563201,25.387949037823017
3.6730611798297566,26.99338610812448,33.09112168122927
4.238863344436918,26.33867001597436,30.543382153303707
24.828159544696426,5.620411152968746,26.754175663885206
8.569973421454959,21.75877856049012,27.87460746053491
12.833566874830305,42.72360587938245,25.735652020853035
26.540111388212456,56.50005575552569,25.041534000237515
22.613867456195884,52.563315656849,26.140758831567258
25.482646425560226,5.0122694069346565,27.43870956475534
18.040497358565073,47.97100291532343,27.543000159668527
2.1765040033419685,30.92332972355524,31.7677191597076
12.833566874830305,42.72360587938245,22.381887597743088
27.194855155410984,57.15621465944461,21.86951195138228
3.463983798570589,32.8891494790262,33.457130968361184
3.463983798570589,32.8891494790262,27.678264941516346
13.482498944104458,43.379462626659844,28.35317288301833
2.287917809108222,28.95803690229308,36.006075982762404
9.851613074796042,20.451562321436803,29.491437525878194
4.238863344436918,26.33867001597436,30.13383281890216
29.159578044538595,59.12474555708534,25.807043749447576
10.892261616680512,40.75617260674086,27.745938265209226
18.040497358565073,47.97100291532343,26.138237949039734
29.814631539759933,59.7809395936542,21.445766792123703
3.6730611798297566,26.99338610812448,27.57599840554586
12.833566874830305,42.72360587938245,27.925450425932045
32.43545701148236,62.405793913449756,26.149308881316276
6.670522301034233,23.720828104229692,30.907895702324847
18.291487429859117,11.986217980981461,22.456577872255355
32.43545701148236,62.405793913449756,23.822648935287305
18.040497358565073,47.97100291532343,24.872724981027925
8.32462967577857,38.133291807649364,29.255646714369316
7.688912509186263,37.47764561746731,26.945101559988533
17.388131223280336,47.31501604989322,25.522147328237583
25.23090791899682,55.1877669733774,19.87846601454138
15.683599989861234,14.58224863690926,22.4819330373963
12.434622419307464,17.83973649881375,23.388405872694538
24.173785405402402,6.238377623381004,27.466787865370552
29.814631539759933,59.7809395936542,22.315441944447343
12.434622419307464,17.83973649881375,29.209698637463955
30.066592756745816,2.0,29.782599225607843
2.287917809108222,28.95803690229308,32.59797520337629
33.09079809061192,63.06202581658654,22.404812816243194
9.604483189480128,39.44467595219119,28.320645764860114
19.999244960750442,49.93905478620411,28.58294833531802
10.892261616680512,40.75617260674086,25.654478586918906
10.247568090538728,40.10041090563201,28.085045930850534
7.933017204258728,22.41264601418147,23.92566767063997
13.482498944104458,43.379462626659844,25.08790467484598
31.780166483776597,61.74956910592057,23.051741276330166
31.124929700356883,61.09335162264812,23.1715697266159
31.124929700356883,61.09335162264812,21.844834112609583
11.140589912459395,19.145155680271564,26.190074576424475
13.482498944104458,43.379462626659844,27.966004791558667
12.833566874830305,42.72360587938245,27.668694813407217
21.306198307481385,51.25115958732051,24.97026348724484
16.98683598183631,13.282747628130133,20.653167858813067
12.434622419307464,17.83973649881375,26.458883012454805
15.433170006692203,45.34715597076935,24.41179401985246
14.382164242602492,15.883991745016088,29.029240246228856
22.865414067841133,7.494030546185443,21.356401579863512
8.569973421454959,21.75877856049012,23.3438434893185
22.865414067841133,7.494030546185443,27.514289332658777
19.999244960750442,49.93905478620411,25.89425364398759
27.849684706861673,57.81238279934733,21.735857698349594
21.557621572248177,8.766542076182155,26.107508700670593
6.430060576102353,36.16645331904986,26.823956103581864
3.6730611798297566,26.99338610812448,32.34830598391756
26.540111388212456,56.50005575552569,22.58077256611331
11.538294128897856,41.41195978486336,26.596576120738323
2.952347451424243,32.23382362948835,28.340848957482702
2.0101771469261815,30.268168498989766,33.01036788414505
19.999244960750442,49.93905478620411,25.396524883747954
3.1427617363549496,27.648189920444185,33.58021431744182
3.1427617363549496,27.648189920444185,32.6282692703514
15.433170006692203,45.34715597076935,28.74270240028995
6.430060576102353,36.16645331904986,29.626700721509856
5.432089953708152,25.0295285260205,29.124637505733073
27.849684706861673,57.81238279934733,21.695067393127285
13.73228143881953,16.535538647514098,24.947046264534045
34.40162034703867,64.37451004169155,23.33926628311257
9.851613074796042,20.451562321436803,27.82289495659192
3.463983798570589,32.8891494790262,29.491483071368748
7.688912509186263,37.47764561746731,28.451696628440356
3.6730611798297566,26.99338610812448,27.845178124443905
5.809652839516528,35.510910906205005,31.64615433585627
22.211439073406794,8.12867138214695,26.017254724180756
4.599055456363303,34.199943853397684,26.44643799854527
3.1427617363549496,27.648189920444185,32.758853012398774
29.814631539759933,59.7809395936542,25.079063164497907
6.430060576102353,36.16645331904986,28.79991595217403
2.952347451424243,32.23382362948835,33.19147120139674
13.73228143881953,16.535538647514098,26.869087316787393
24.173785405402402,6.238377623381004,25.177691068652596
23.922135022320226,53.87551924881235,21.604326456793004
16.335019871322793,13.932178633266151,27.454958856662028
28.101563799379836,2.807081429605031,25.290604960459753
23.519533417964634,6.863515581547781,22.267063877746764
6.047367696403496,24.375118740864878,30.491917109293723
4.827701668248825,25.684048352260373,30.014621954828364
26.791925361288246,3.8440813641931793,27.477720435325867
28.504594130458855,58.46855986427916,21.544025183939908
17.639004395766502,12.634054161618847,26.197679488242198
11.140589912459395,19.145155680271564,27.310778948636017
26.791925361288246,3.8440813641931793,27.463027907306774
28.504594130458855,58.46855986427916,20.991542279482317
8.569973421454959,21.75877856049012,29.294372119000606
5.432089953708152,25.0295285260205,29.087332372982008
23.922135022320226,53.87551924881235,24.901252323177886
12.833566874830305,42.72360587938245,28.11274862991346
10.892261616680512,40.75617260674086,23.438702417943677
20.250520064969805,10.04951012790353,25.584840089220194
13.482498944104458,43.379462626659844,27.879266547163997
20.652623663775287,50.59510052891351,25.18846814619641
35.05709628591621,65.03076195155643,24.535820144981486
14.382164242602492,15.883991745016088,26.17760915499715
19.597271642007506,10.693740510862506,27.35568510256053
22.613867456195884,52.563315656849,23.156507106506517
2.287917809108222,28.95803690229308,33.68523444174493
23.922135022320226,53.87551924881235,26.156827116292156
8.963353157526948,38.788969102941785,26.321805407844128
20.250520064969805,10.04951012790353,23.920793305558725
2.051002576850632,29.6130694845624,32.2226013539537
21.557621572248177,8.766542076182155,23.81014839226006
21.959951397047252,51.907231456531086,25.227516223140704
3.6730611798297566,26.99338610812448,32.219919940156124
9.604483189480128,39.44467595219119,28.590308974420548
3.6730611798297566,26.99338610812448,33.389901526228094
31.780166483776597,61.74956910592057,23.41540735786516
24.576463349313027,54.531637793643206,24.918687940215726
3.6730611798297566,26.99338610812448,31.8369417536491
13.083065988194972,17.187467524155164,26.528025276645764
16.98683598183631,13.282747628130133,27.150730012863523
3.6730611798297566,26.99338610812448,29.365423640831455
10.892261616680512,40.75617260674086,26.89520659697976
12.18545266317459,42.06777124852932,26.39377237871256
16.08442424190408,46.003091860975054,26.55494193353399
15.433170006692203,45.34715597076935,17.140147759340614
20.903976342208697,9.40698561871827,25.852362440495355
10.892261616680512,40.75617260674086,26.718319997158066
23.267932744764327,53.21941173222386,24.142198150417688
22.613867456195884,52.563315656849,25.752712698047496
